web-scraper-order;web-scraper-start-url;etat;marque;annee;boite_vitesse;adresse;prix;Image_Lien
1707774179-84;https://www.expat-dakar.com/voitures?page=44;Venant;Mercedes-Benz;2017;Automatique;"Hlm,
Dakar";18 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/5a1e780012c6d99d2f9f25dd6971b1e3/-/horizon-files-prod/ed/picture/q8v59ezp/b56f6e7b763de292b56960c23cfc641f03014aa6.jpg
1707774179-85;https://www.expat-dakar.com/voitures?page=44;Venant;Dacia;2014;Manuelle;"Hlm,
Dakar";4 400 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/d7c55b47d071ead263e3a18da1d7a123/-/horizon-files-prod/ed/picture/q6x6jjj8/45628d394f2b87d800ac194572e524525cf7d2db.jpg
1707774179-86;https://www.expat-dakar.com/voitures?page=44;D'occasion;Jaguar;2017;Automatique;"Yoff,
Dakar";15 850 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/ddaa05db0040576ab6d9e7ecdb0f5451/-/horizon-files-prod/ed/picture/qxj2nk2m/08c9bc5dd5c710724a396e7bf90d890687dd185b.jpg
1707774179-87;https://www.expat-dakar.com/voitures?page=44;D'occasion;Ford;2014;Automatique;"VDN,
Dakar";5 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9c4ed2e04732f82086964b7463207c5e/-/horizon-files-prod/ed/picture/q56x2z92/e24be6f71acb1a312b488ac041f8233c6b217e7e.jpg
1707774179-88;https://www.expat-dakar.com/voitures?page=44;D'occasion;Ford;2020;Automatique;"Sacré-cœur,
Dakar";9 300 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b74578e33663e07fb833fc13770c3d7/-/horizon-files-prod/ed/picture/qkrg2q6m/0be2638b08e7cb3d936230d52aada954b27c4a5b.jpg
1707774179-89;https://www.expat-dakar.com/voitures?page=44;D'occasion;Hyundai;2015;Automatique;"Médina,
Dakar";8 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d11e5843b6fada83f9f1b2b838a8b01/-/horizon-files-prod/ed/picture/qdekz7d7/edd12fd5936cc06328968dd0375d2a2079514e5a.jpg
1707774179-90;https://www.expat-dakar.com/voitures?page=44;Venant;Mitsubishi;2015;Automatique;"Liberte 6 extension,
Dakar";8 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/d6fb253843bc5fe43d53c8852e37688a/-/horizon-files-prod/ed/picture/q2jqddrp/0a9e782ae433bdfe467dc7e44453a5f43b4d392a.jpg
1707774179-91;https://www.expat-dakar.com/voitures?page=44;Neuf;Kia;2022;Automatique;"Liberte 6 extension,
Dakar";15 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/45d28b11736c3f2ee53a375a10ba27f2/-/horizon-files-prod/ed/picture/qrzv5j8m/47b7de4a9c68055d50cfd8cf0d19e04bc9d49abd.jpg
1707774182-92;https://www.expat-dakar.com/voitures?page=43;Venant;Hyundai;2017;Automatique;"Hann maristes,
Dakar";11 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/fdc7c2c3d79e972bf0cbffb3687838c5/-/horizon-files-prod/ed/picture/qrzvkwnx/784e9de40bf53f2b2cf83fc506995440a1681ad2.jpg
1707774182-93;https://www.expat-dakar.com/voitures?page=43;Venant;Mercedes-Benz;2020;Automatique;"Virage,
Dakar";21 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/1fb650347a5bf515a7c842b3db200b3d/-/horizon-files-prod/ed/picture/q0gw0e9m/ae4a7e0f75dbf8c7b5145d318bc95a09df7cb489.jpg
1707774182-94;https://www.expat-dakar.com/voitures?page=43;;;;;;;
1707774182-95;https://www.expat-dakar.com/voitures?page=43;D'occasion;Peugeot;2011;Manuelle;"Almadies,
Dakar";4 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce9d7f6270df6c676098dcf71016990c/-/horizon-files-prod/ed/picture/qq47gqkw/d7ff4e16b74e012ee8c0fe681c5e6fe6688e0e2f.jpg
1707774182-96;https://www.expat-dakar.com/voitures?page=43;D'occasion;Kia;2012;Automatique;"Parcelles Assainies,
Dakar";4 250 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/c1773ff21a30ae171059841f360dc9e2/-/horizon-files-prod/ed/picture/q8v529e7/a0c795aa7a673695d4138f15e1330c4dd9b8e893.jpg
1707774182-97;https://www.expat-dakar.com/voitures?page=43;D'occasion;Kia;2015;Automatique;"Cité Damel,
Dakar";7 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf6833fd4cc2b35dd22ff04eb052db57/-/horizon-files-prod/ed/picture/qj4rdxew/d4fe966c8be80ee6b12826425c1fad2d1a939485.jpg
1707774182-98;https://www.expat-dakar.com/voitures?page=43;Neuf;Hyundai;2015;Automatique;"Liberte 6,
Dakar";12 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/beff72554beb31f4dfcbeffd0ebd02a5/-/horizon-files-prod/ed/picture/qenqmqm5/bfc6ad7001e61a22e235b602e2c001120aaf3067.jpg
1707774182-99;https://www.expat-dakar.com/voitures?page=43;Venant;Volkswagen;2018;Automatique;"Cité Damel,
Dakar";9 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/70d3727dbbf76fabff1b21d2c5b0eb38/-/horizon-files-prod/ed/picture/q8v52974/74b83940ca9cf31d14fe7a4af463d8861ca3015f.jpg
1707774182-100;https://www.expat-dakar.com/voitures?page=43;Venant;Chevrolet;2018;Automatique;"Cité Damel,
Dakar";8 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f0577e21a8e658012303c344a042677/-/horizon-files-prod/ed/picture/q785d54j/5c1267775f21003fd30dab309b2403a5105799d6.jpg
1707774182-101;https://www.expat-dakar.com/voitures?page=43;D'occasion;Mitsubishi;2014;Automatique;"Cité Damel,
Dakar";10 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/5d5eb739e5cd9f67b1eaa01afc2e33d8/-/horizon-files-prod/ed/picture/q56x2znn/32727977792ded0f8e0284a0a1ec424379d362fd.jpg
1707774182-102;https://www.expat-dakar.com/voitures?page=43;Venant;Ford;2017;Automatique;"Guediawaye,
Dakar";12 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/66f95bfd9d86a367e69d9dd7b308a495/-/horizon-files-prod/ed/picture/qenqmxmv/f4316fd87615bfa18741c7a7a125eb3dd22247db.jpg
1707774182-103;https://www.expat-dakar.com/voitures?page=43;Venant;Mazda;2016;Automatique;"Guediawaye,
Dakar";8 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/41091ace51984f8579ccedc4d91de42a/-/horizon-files-prod/ed/picture/qm5pkj92/893726a6b2629723f9da7824a35e06f6f8e07550.jpg
1707774182-104;https://www.expat-dakar.com/voitures?page=43;Venant;Hyundai;2017;Automatique;"Guediawaye,
Dakar";11 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/4961e9b99b9d665ec866828e1e9afe0a/-/horizon-files-prod/ed/picture/qgq9kd0n/9f0dbe43fc3db9a66d87c79f457d6058d0af93e9.jpg
1707774185-105;https://www.expat-dakar.com/voitures?page=42;Venant;Hyundai;2017;Automatique;"Hann maristes,
Dakar";11 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/fdc7c2c3d79e972bf0cbffb3687838c5/-/horizon-files-prod/ed/picture/qrzvkwnx/784e9de40bf53f2b2cf83fc506995440a1681ad2.jpg
1707774185-106;https://www.expat-dakar.com/voitures?page=42;Venant;Mercedes-Benz;2020;Automatique;"Virage,
Dakar";21 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/1fb650347a5bf515a7c842b3db200b3d/-/horizon-files-prod/ed/picture/q0gw0e9m/ae4a7e0f75dbf8c7b5145d318bc95a09df7cb489.jpg
1707774185-107;https://www.expat-dakar.com/voitures?page=42;;;;;;;
1707774185-108;https://www.expat-dakar.com/voitures?page=42;Venant;Mazda;2018;Automatique;"Hann maristes,
Dakar";14 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/707ebdf2eedcee8be6518252494f0b56/-/horizon-files-prod/ed/picture/qgq9k8w0/c8e0a0436a060b3ec597258940498101b4246bf2.jpg
1707774185-109;https://www.expat-dakar.com/voitures?page=42;Venant;Toyota;2014;Automatique;"Almadies,
Dakar";17 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/282ba0a1925b66588ddf8fc9d74c6369/-/horizon-files-prod/ed/picture/q9m984vx/62af7337a6e22c540dc915449d5d23cebe1e6231.jpg
1707774185-110;https://www.expat-dakar.com/voitures?page=42;D'occasion;Citroen;2019;Automatique;"Ouakam,
Dakar";8 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/697b4cff02d02ea157b421c5c10110b2/-/horizon-files-prod/ed/picture/qm5pkgkd/be7d2af6a5e64308eca5b13526f62d719d091c2c.jpg
1707774185-111;https://www.expat-dakar.com/voitures?page=42;D'occasion;Ford;2014;Automatique;"Golf,
Dakar";3 999 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/7925132ffc1d96c69704cc97d040351a/-/horizon-files-prod/ed/picture/q6xkxj5z/c8e3f42a4d8adf26bf39db6086000c95bafb5251.jpg
1707774185-112;https://www.expat-dakar.com/voitures?page=42;D'occasion;Ford;2014;Automatique;"Golf,
Dakar";3 999 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/58d170ee9ed98df739dc9923e369bf8f/-/horizon-files-prod/ed/picture/qkrg64kj/f09df509f780db64f4131499111e501371cf7ec2.jpg
1707774185-113;https://www.expat-dakar.com/voitures?page=42;Neuf;Mercedes-Benz;2017;Automatique;"Mermoz,
Dakar";20 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/1d897c9903af6b6fc78cdd62f249cbd2/-/horizon-files-prod/ed/picture/qv4e0z4m/63d08b52d6bdbdd67137376f653e88e19efee575.jpg
1707774185-114;https://www.expat-dakar.com/voitures?page=42;Venant;Mazda;2016;Automatique;"Keur Massar,
Dakar";9 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/51f1e70e497b8dbf1184e78e0b9079e3/-/horizon-files-prod/ed/picture/qdekj6q4/ffe5810d4e589e789727f5f102cf45ee40c0dca3.jpg
1707774185-115;https://www.expat-dakar.com/voitures?page=42;D'occasion;Toyota;2017;Automatique;"Hann maristes,
Dakar";11 400 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/483bca9a9522bae3a0072b55f93e36d1/-/horizon-files-prod/ed/picture/qxj2e572/0824cd0e8907b2c76f1579734130802ca672986f.jpg
1707774185-116;https://www.expat-dakar.com/voitures?page=42;Neuf;Mercedes-Benz;2017;Automatique;"Mermoz,
Dakar";18 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/755c527788795bff38d5713dfdb39894/-/horizon-files-prod/ed/picture/q9m92r77/3c6f8d41323e9d230634ed482a6cb8f4fe15d4ea.jpg
1707774185-117;https://www.expat-dakar.com/voitures?page=42;D'occasion;Ford;2013;Automatique;"Liberte 6,
Dakar";4 200 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/c14b9a1ec098a0d0ebcd80036cafdc68/-/horizon-files-prod/ed/picture/qv4e0k2x/9cf23a9f9921ecd23f25e84991082562d014238b.jpg
1707774188-118;https://www.expat-dakar.com/voitures?page=41;Venant;Peugeot;2017;Automatique;"Sicap Liberté,
Dakar";12 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/73463680654f7bf7b2bc33b55b5ca146/-/horizon-files-prod/ed/picture/qpd65nwm/c88c223337154da53ee9d1cbd17289a54aea4446.jpg
1707774188-119;https://www.expat-dakar.com/voitures?page=41;Venant;Mercedes-Benz;2020;Automatique;"Virage,
Dakar";21 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/1fb650347a5bf515a7c842b3db200b3d/-/horizon-files-prod/ed/picture/q0gw0e9m/ae4a7e0f75dbf8c7b5145d318bc95a09df7cb489.jpg
1707774188-120;https://www.expat-dakar.com/voitures?page=41;;;;;;;
1707774188-121;https://www.expat-dakar.com/voitures?page=41;Neuf;BMW;2018;Automatique;"Ouest foire,
Dakar";26 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ceac44e50e045101c8538cefd07056b/-/horizon-files-prod/ed/picture/q7859x08/9ba0b9aac12d656e6eac29ed8a0d6468299e6eae.jpg
1707774188-122;https://www.expat-dakar.com/voitures?page=41;Neuf;Jeep;2015;;"Ouest foire,
Dakar";8 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/4870448521d66eb150de64a0d00b4a97/-/horizon-files-prod/ed/picture/q9m9gkq0/f959701eaef109aaef9d0f8b07a7d46129abe67b.jpg
1707774188-123;https://www.expat-dakar.com/voitures?page=41;D'occasion;Ford;2015;Automatique;"Sicap foire,
Dakar";9 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d573514fb6cad3a5caa50913cef41fd/-/horizon-files-prod/ed/picture/qxj2xk50/648f0313f1d3f5bac2b066c229b9ed14f91e2bc8.jpg
1707774188-124;https://www.expat-dakar.com/voitures?page=41;Neuf;Chevrolet;2016;;"Ouest foire,
Dakar";6 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/cc77da8317259089c6ec48eea39f598d/-/horizon-files-prod/ed/picture/qq47z2qj/651e1d65802500e531403394be7dc0bff5fcc76c.jpg
1707774188-125;https://www.expat-dakar.com/voitures?page=41;Neuf;Toyota;2016;Automatique;"Ouest foire,
Dakar";18 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/5a72774afe3113fe18c6605d553d6d7c/-/horizon-files-prod/ed/picture/q2jqgn4q/95ea565afd6c86041800e784765990851f1173ca.jpg
1707774188-126;https://www.expat-dakar.com/voitures?page=41;Neuf;Land Rover;2018;Automatique;"Ouest foire,
Dakar";39 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/47d291f5ed27c85b5a161af8d5e79f4a/-/horizon-files-prod/ed/picture/qwe29enj/6d656a372dac40c8e4200f3bdc766be25ef92b02.jpg
1707774188-127;https://www.expat-dakar.com/voitures?page=41;Neuf;Toyota;2019;Automatique;"Ouest foire,
Dakar";23 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/524c7a7daa526263c6fd705bfb72c24b/-/horizon-files-prod/ed/picture/q44824r2/4d4cae10c62cf7d3474c01252c10993a824d004d.jpg
1707774188-128;https://www.expat-dakar.com/voitures?page=41;Neuf;Ford;2015;Automatique;"Sicap foire,
Dakar";6 200 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4ad9a44dacc2fc6f62c8732fc85c4ab/-/horizon-files-prod/ed/picture/qrzvkz6m/3b8d546d5b44658abf5812595c77ffdb929b1695.jpg
1707774188-129;https://www.expat-dakar.com/voitures?page=41;D'occasion;Ford;2014;Automatique;"Sicap foire,
Dakar";6 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/bdd870dbbb586e8bb537c0d80c6813c3/-/horizon-files-prod/ed/picture/qngxkw9v/bf8d3c404ed8e376838b80c98ecc0144de1afcb5.jpg
1707774188-130;https://www.expat-dakar.com/voitures?page=41;Neuf;Hyundai;2015;Automatique;"Sicap foire,
Dakar";11 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8a492cd9af0e3e58a4a8d95749ceef33/-/horizon-files-prod/ed/picture/q9m92gkx/1b943f6c612d76a30d25720e5169bb78153c814a.jpg
1707774191-131;https://www.expat-dakar.com/voitures?page=40;Venant;Hyundai;2017;Automatique;"Mamelles,
Dakar";6 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9474d800513bbe2bfdae18166a5ed5a1/-/horizon-files-prod/ed/picture/qrzv0rqn/99bd67736bc326004255408360678aab0d4c0e40.jpg
1707774191-132;https://www.expat-dakar.com/voitures?page=40;D'occasion;Ford;2013;Automatique;"Keur Massar,
Dakar";4 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/bcc5c627018aee0ccd6fb611f3cb99eb/-/horizon-files-prod/ed/picture/qq47kxkp/42769f959bc3eae511e77d43432cb53d69821f39.jpg
1707774191-133;https://www.expat-dakar.com/voitures?page=40;;;;;;;
1707774191-134;https://www.expat-dakar.com/voitures?page=40;Venant;Audi;2013;Automatique;"Ouest foire,
Dakar";9 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/59a8623d175b34c42d35158b419664f9/-/horizon-files-prod/ed/picture/qgq9k869/57f74a3b9f95de0ca49756176da2d0920d8df09b.jpg
1707774191-135;https://www.expat-dakar.com/voitures?page=40;Venant;Hyundai;2015;Automatique;"Sicap foire,
Dakar";9 400 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/81b8e7dc5a3c6e52eef929f003737e0f/-/horizon-files-prod/ed/picture/qenq2rkj/8bedbc78a21aeb97e718488cdf6869e588111822.jpg
1707774191-136;https://www.expat-dakar.com/voitures?page=40;Venant;Kia;2017;Automatique;"Cité Damel,
Dakar";12 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/72247f46c66f595c3d44a2d2ff1459ef/-/horizon-files-prod/ed/picture/q8v5xjpj/b213ea2e28eb9a279c3e2cb29db5952ca4b127e4.jpg
1707774191-137;https://www.expat-dakar.com/voitures?page=40;D'occasion;Citroen;2017;Manuelle;"Plateau,
Dakar";5 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/805d373ab243cd7f8b6ebcd4f438002a/-/horizon-files-prod/ed/picture/q0gw7dwz/0e1896e04d8cf66967dd7535ccedc132e8b201c0.jpg
1707774191-138;https://www.expat-dakar.com/voitures?page=40;D'occasion;Ford;2012;Automatique;"Parcelles Assainies,
Dakar";4 200 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/f537d62fb02b292bda04d0358c7e05a6/-/horizon-files-prod/ed/picture/q56x2grr/8caee63c899a8d9536b9b63c893d7dad5aa442aa.jpg
1707774191-139;https://www.expat-dakar.com/voitures?page=40;Neuf;Hyundai;2018;Automatique;"Cité Damel,
Dakar";14 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a05a1791c303ccc4f584f2ef1eda106/-/horizon-files-prod/ed/picture/qxj2x76q/e3e8eaa7e7bae4d0fc456b156c342a273d311eff.jpg
1707774191-140;https://www.expat-dakar.com/voitures?page=40;Neuf;Ford;2020;Automatique;"Cité Damel,
Dakar";18 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/b102f703ca98ffb86c009f7bc4bd3488/-/horizon-files-prod/ed/picture/qen50v94/7b0d31eddd5284fb79fa8cca17758d245fb2bf09.jpg
1707774191-141;https://www.expat-dakar.com/voitures?page=40;D'occasion;Toyota;2010;Automatique;"Parcelles Assainies,
Dakar";16 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/b813973ae4cff5002b63d81fbec4243b/-/horizon-files-prod/ed/picture/qgq9zk2q/fdaf60b306aed0ca0345891fe9f671e57ad8a36a.jpg
1707774191-142;https://www.expat-dakar.com/voitures?page=40;Venant;Hyundai;2014;Automatique;"Parcelles Assainies,
Dakar";8 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/013d8b978164fadfcd3886bc3968fe7a/-/horizon-files-prod/ed/picture/qzvderpx/9739f400c8d496e4d0d975bc0a473eab3d1c5e03.jpg
1707774191-143;https://www.expat-dakar.com/voitures?page=40;Venant;Toyota;2017;Automatique;"Niakoul rap,
Dakar";23 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/c12713f03e324d8be9f13f7a3fb20a16/-/horizon-files-prod/ed/picture/qenqmwq4/2147788f341d1ee350bbace864889c5097fb1f9a.jpg
1707774195-144;https://www.expat-dakar.com/voitures?page=39;Venant;Kia;2016;Manuelle;"Mamelles,
Dakar";9 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9290a19c17109316c719f939c4286e69/-/horizon-files-prod/ed/picture/qj4rwgg8/8491c4bf68508058f342f7cedf146a2438e863da.jpg
1707774195-145;https://www.expat-dakar.com/voitures?page=39;D'occasion;Ford;2013;Automatique;"VDN,
Dakar";4 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d9c2ddc9bdca60355c5b2be2304c6fa/-/horizon-files-prod/ed/picture/qj4r7djr/2a701092a3328bcfee25ea3505002ed581927ca4.jpg
1707774195-146;https://www.expat-dakar.com/voitures?page=39;;;;;;;
1707774195-147;https://www.expat-dakar.com/voitures?page=39;D'occasion;Hyundai;2016;Automatique;"VDN,
Dakar";8 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/234dc01b10c7ab08541f1e135cd7f1bf/-/horizon-files-prod/ed/picture/q0gwd8kj/a839e5d16620755ca29f3b419b5b66a6c9d83434.jpg
1707774195-148;https://www.expat-dakar.com/voitures?page=39;D'occasion;Hyundai;2013;Automatique;"Ouakam,
Dakar";5 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ddcad33916172b248e16c2163bc1c4e/-/horizon-files-prod/ed/picture/q4482ppz/11424715830ebdf68143f48878cc1667c5e4450d.jpg
1707774195-149;https://www.expat-dakar.com/voitures?page=39;D'occasion;Nissan;2013;Automatique;"Grand-Dakar,
Dakar";4 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/d778b08c439893b317455b2bbfb90c25/-/horizon-files-prod/ed/picture/qzvdvjm8/d4b1521d06f59b4d6b9a31f40e8048e622a61aa4.jpg
1707774195-150;https://www.expat-dakar.com/voitures?page=39;D'occasion;Citroen;2020;Manuelle;"Grand-Dakar,
Dakar";6 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/0a3c0baa58b01b16e05c7a092e534a57/-/horizon-files-prod/ed/picture/qj4rxrk6/e29c77816b5b3bcf7e103361e8a9e748f1e5481a.jpg
1707774195-151;https://www.expat-dakar.com/voitures?page=39;D'occasion;Volkswagen;2015;Automatique;"Hann maristes,
Dakar";9 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a38b07d4a91802bf31901c8f50d69ee/-/horizon-files-prod/ed/picture/qgq9k82r/caf4d853d296dd50732560e739880b41456103f9.jpg
1707774195-152;https://www.expat-dakar.com/voitures?page=39;Neuf;Volkswagen;2022;Automatique;"Hann maristes,
Dakar";18 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/77c2d90a7bb6b4b743e6e1284daaaeb4/-/horizon-files-prod/ed/picture/qdekznx5/75ad95cc617b01c12ee0214bc9be34aa11cb1700.jpg
1707774195-153;https://www.expat-dakar.com/voitures?page=39;D'occasion;Toyota;2011;Manuelle;"Plateau,
Dakar";2 200 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/f3e8c9669d82da41eb4d1c66c9326261/-/horizon-files-prod/ed/picture/qwez568m/5791d1c0283ce29bcf36d08a6e2d0acd6aba40af.jpg
1707774195-154;https://www.expat-dakar.com/voitures?page=39;Neuf;Mercedes-Benz;2022;Automatique;"Almadies,
Dakar";93 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/a71704e92c26234599ffa98cc824b294/-/horizon-files-prod/ed/picture/q9m92gzv/b422ee5ff95b6c4b6a9b15092a1e5b5214076411.jpg
1707774195-155;https://www.expat-dakar.com/voitures?page=39;Venant;Ford;2019;Automatique;"Yoff,
Dakar";16 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec00239b12daabe8b1af07bbcaabe7a6/-/horizon-files-prod/ed/picture/q2jq2gm8/3b48d16d9567bdbab5e801843c3053199ba4ff44.jpg
1707774195-156;https://www.expat-dakar.com/voitures?page=39;Venant;Hyundai;2017;Automatique;"Cité keur gorgui,
Dakar";12 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb98d71ebd1d372bfba9e5708730c4c0/-/horizon-files-prod/ed/picture/q8v52gwj/e3456a99be84113b7f855e99a4e0e17f81c0f41e.jpg
1707774198-157;https://www.expat-dakar.com/voitures?page=38;D'occasion;Honda;2013;Automatique;"Guediawaye,
Dakar";5 999 999 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/aabeea03f0abc6ad3eaef5230465bd84/-/horizon-files-prod/ed/picture/q56x8j72/3b5e1ca35b8d0f1b613692d3091c13f70f12267d.jpg
1707774198-158;https://www.expat-dakar.com/voitures?page=38;Venant;Mercedes-Benz;2020;Automatique;"VDN,
Dakar";53 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/25c4e48511d4d213b537537627bdc109/-/horizon-files-prod/ed/picture/qzv4n7dn/30839fd7e42c9affc211dccf57ad1fb24a4a3d63.jpg
1707774198-159;https://www.expat-dakar.com/voitures?page=38;;;;;;;
1707774198-160;https://www.expat-dakar.com/voitures?page=38;D'occasion;Toyota;2016;Automatique;"Cité Damel,
Dakar";10 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/dfc83c87863f48aa26017213b8b38709/-/horizon-files-prod/ed/picture/qj4rd265/c69642fde4a06c653a30e9b509ae77d7167e4096.jpg
1707774198-161;https://www.expat-dakar.com/voitures?page=38;Venant;Lexus;2018;Automatique;"Yoff,
Dakar";23 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/0523f079262403082a2c88ebb1870863/-/horizon-files-prod/ed/picture/qgq9kzmm/06e0e34f23a87760ed7242652b810cd9b518a9e8.jpg
1707774198-162;https://www.expat-dakar.com/voitures?page=38;D'occasion;Kia;2015;Automatique;"Cité Damel,
Dakar";6 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7249ec671c491eea2c211f18198aecf/-/horizon-files-prod/ed/picture/qq47kg2p/5282610469d0aa2cb77252890794688451066444.jpg
